Timestamp,Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z,Mag_X,Mag_Y,Mag_Z,Roll,Pitch,Yaw,Roll_Mag,Pitch_Mag,Roll_Mag_Raw,Pitch_Mag_Raw
1729760619.405416,0.000654862669762224,-0.00013971002772450447,-0.001545257749967277,0.03578951954841614,0.07638166844844818,-9.80874252319336,0.011799126863479614,-0.22119535505771637,0.4333297610282898,-0.0010526967234909534,0.0013059588382020593,1.5833994150161743,0.08366243820976105,0.05106616451674018,1.525297821018154,1.0906468795819464
1729760621.0463014,-0.0009430364589206874,0.003322399454191327,0.0005852730246260762,0.02262141741812229,0.015329534187912941,-9.839866638183594,0.011799126863479614,-0.22119535505771637,0.4333297610282898,-0.0010463256621733308,0.0013465461088344455,1.5834063291549683,0.07758705164074704,0.05265627073160968,1.5221410234892527,1.0968054428243823
1729760622.3886209,0.0009211765136569738,-0.0017376081086695194,-0.002077885437756777,-0.01209450513124466,0.05124255269765854,-9.851837158203125,0.011799126863479614,-0.22119535505771637,0.4333297610282898,-0.0010423884959891438,0.0012949396623298526,1.5833935737609863,0.08072483872559795,0.05581544316456406,1.5156726697069143,1.092984038690905
1729760623.610819,-0.0001440872874809429,-0.002802870236337185,0.0008515904191881418,0.0214243084192276,0.07638166844844818,-9.842260360717773,0.011799126863479614,-0.22119535505771637,0.4333297610282898,-0.0010442585917189717,0.0012863395968452096,1.583400845527649,0.08349601345903129,0.052462352325205144,1.5224725208287229,1.0906043104606447
1729760625.0585704,0.002785388845950365,-0.0017376081086695194,0.0003189555136486888,-0.00012350734323263168,0.046454161405563354,-9.824305534362793,0.010900083929300308,-0.2188347578048706,0.4265877604484558,-0.001000066171400249,0.0012981395702809095,1.5833863019943237,0.08056488005036579,0.05459119815282135,1.5214569007658252,1.0915851051259917
1729760626.3243327,0.003318022470921278,-0.0006723427213728428,0.0019168510334566236,0.01903011091053486,0.03448314964771271,-9.841064453125,0.010900083929300308,-0.2188347578048706,0.4265877604484558,-0.0009525236091576517,0.0013004567008465528,1.5833956003189087,0.07958345888508983,0.0528079883211258,1.5250934591867962,1.0929006534135892
1729760627.6602373,0.00038854399463161826,0.001191870542243123,-0.0004799900343641639,0.010650396347045898,0.048848360776901245,-9.827896118164062,0.009491166099905968,-0.21671567857265472,0.42960840463638306,-0.0009497631690464914,0.0013283308362588286,1.5833823680877686,0.08120046567238884,0.05388502637684399,1.5295729604591433,1.098290382110842
1729760629.1802866,-0.0028274161741137505,0.0035736022982746363,-0.0012797650415450335,-0.01316452119499445,0.039330389350652695,-9.794744491577148,0.009491166099905968,-0.21671567857265472,0.42960840463638306,-0.0009891461813822389,0.0013579088263213634,1.5833603143692017,0.08005171370628306,0.0562337496168895,1.5247410428876647,1.0991384675379594
1729760630.5253808,-0.0012295187916606665,0.004372549708932638,-0.0010134488111361861,-0.002390623791143298,0.034541983157396317,-9.818684577941895,0.009491166099905968,-0.21671567857265472,0.42960840463638306,-0.0010106222471222281,0.001374606741592288,1.583318829536438,0.07968475854010701,0.0552155484164565,1.5268537372217104,1.0996849341897406
1729760631.7392225,0.00010206034494331107,-0.00042114173993468285,-0.00021449729683808982,0.020354293286800385,0.02735937014222145,-9.81030559539795,0.009491166099905968,-0.21671567857265472,0.42960840463638306,-0.001032305066473782,0.0013592189643532038,1.5832908153533936,0.07921671647045744,0.05305446699005881,1.5313466257002997,1.100510080557096
1729760633.43364,0.0011673277476802468,0.0030409705359488726,-0.0031439769081771374,0.011974588967859745,0.009402862749993801,-9.813898086547852,0.009491166099905968,-0.21671567857265472,0.42960840463638306,-0.0010158310178667307,0.0013703338336199522,1.5832797288894653,0.0773862301435801,0.05395608366837492,1.5295203986893045,1.1023048133435296
1729760635.2702162,0.0016999576473608613,-0.0014864066615700722,5.1815499318763614e-05,-0.005981923080980778,0.06087819114327431,-9.841431617736816,0.011102773249149323,-0.21630467474460602,0.4269596338272095,-0.001017821836285293,0.0013543687527999282,1.5832856893539429,0.08182404424647728,0.05533393984725375,1.5189501526518185,1.0951302383146277
1729760637.879204,0.00036837911466136575,0.0009104395285248756,-0.0015460798749700189,-0.025135532021522522,0.05130138620734215,-9.828261375427246,0.011102773249149323,-0.21630467474460602,0.4269596338272095,-0.0010268526384606957,0.001379909459501505,1.5832912921905518,0.08071194905708794,0.057229069507643275,1.515064339690758,1.0959901344782432
1729760639.3619292,-0.0028274189680814743,-0.002019037026911974,0.0011170791694894433,-0.01915005035698414,0.06925790011882782,-9.86058521270752,0.011102773249149323,-0.21630467474460602,0.4269596338272095,-0.0010608227457851171,0.001372543047182262,1.583276391029358,0.08249509496349271,0.05655607159258617,1.516453837701489,1.0942228586923335
1729760641.1969035,-0.00043056972208432853,-0.001220088917762041,0.0005844500847160816,-0.0299239344894886,0.05608981475234032,-9.798334121704102,0.008909668773412704,-0.21801435947418213,0.4336845874786377,-0.0010974789038300514,0.001383290160447359,1.5832936763763428,0.08165974594100087,0.05784132857843727,1.524432566266512,1.0988020476576557
1729760642.9271827,-0.0001642575953155756,-0.0009537725709378719,0.0003181319043505937,-0.01316452119499445,0.09918544441461563,-9.823473930358887,0.008909668773412704,-0.21801435947418213,0.4336845874786377,-0.0011206887429580092,0.0013824503403156996,1.5832853317260742,0.08599948387918574,0.055998563934193175,1.528157569114053,1.0945105296446496
1729760644.380101,-0.00043057280709035695,0.0019757049158215523,0.002448662184178829,0.005989088676869869,0.03693617880344391,-9.833050727844238,0.008909668773412704,-0.21801435947418213,0.4336845874786377,-0.0011436014901846647,0.0013942240038886666,1.583266019821167,0.08014111859870575,0.054467640863807947,1.531452459847821,1.1009252042331
1729760645.8665972,-0.0022947846446186304,0.0011767568066716194,-0.0012797657400369644,0.0035948902368545532,0.05728689208626747,-9.835445404052734,0.008909668773412704,-0.21801435947418213,0.4336845874786377,-0.0011620977893471718,0.0014206282794475555,1.5832369327545166,0.08208993609475695,0.05459522959128364,1.5311338232725458,1.0988490412214258
1729760647.8433905,0.002232590690255165,0.0001114923506975174,0.0013834001729264855,-0.004784838296473026,0.0824260339140892,-9.817488670349121,0.009506416507065296,-0.21637648344039917,0.43126851320266724,-0.001139329862780869,0.0014069792814552784,1.5832419395446777,0.08430888750824365,0.05531185896052896,1.5266606155417612,1.096977304362449
1729760649.2558527,-0.000963205355219543,0.0014430717565119267,0.002182344440370798,-0.003587723709642887,0.08841153234243393,-9.81030559539795,0.009506416507065296,-0.21637648344039917,0.43126851320266724,-0.0011575639946386218,0.001415929989889264,1.583254337310791,0.0849087975793796,0.05516576139303768,1.5269505487872506,1.0963670264246392
