Timestamp_ns,Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z,Mag_X,Mag_Y,Mag_Z,Roll,Pitch,Yaw,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Airspeed,Groundspeed,Heading,Throttle,Alt,Climb,Servo1_Raw,Servo2_Raw,Servo3_Raw,Servo4_Raw,Thrust_Vector_X,Thrust_Vector_Y,Thrust_Vector_Z,Thrust_Angle_From_Z
1729774187665476972,0.381229966878891,0.5299972891807556,0.821889340877533,-0.29437148571014404,0.23546293377876282,-8.455370903015137,0.15194447338581085,0.15187318623065948,0.4263094365596771,0.20725196599960327,0.1572140008211136,-0.24001282453536987,1.7218445539474487,-3.451956272125244,-30.24195671081543,0.6529073715209961,-0.7716452479362488,0.17394736409187317,0.0,1.0108038187026978,346,65,518.3110961914062,-0.17394736409187317,1766,1810,1510,1480,0.101768665358402,-0.13210193018285807,0.6282453492013553,0.8915004654147968
1729774187752109241,0.29254668951034546,0.3222655653953552,1.1281553506851196,-0.18782947957515717,0.06786880642175674,-8.620570182800293,0.13299015164375305,0.15766268968582153,0.432407945394516,0.2611169219017029,0.17400360107421875,-0.13064202666282654,1.7855784893035889,-3.5269508361816406,-30.222944259643555,0.5417760014533997,-0.5499213933944702,0.3328862190246582,0.0,0.7719681262969971,352,67,518.2920532226562,-0.3328862190246582,1739,1764,1528,1571,0.11599500347766262,-0.17035516469504147,0.6375141386902273,0.8795289387800335
1729774187949192315,-0.034226302057504654,0.04104819893836975,1.2975221872329712,-0.10967381298542023,-0.011290811002254486,-9.042865753173828,0.14704561233520508,0.14570210874080658,0.43360891938209534,0.30148375034332275,0.14920389652252197,0.029537487775087357,1.855966329574585,-3.592865228652954,-30.173582077026367,0.3562174439430237,-0.2052641063928604,0.5203207731246948,0.0,0.5118129849433899,359,68,518.256591796875,-0.471248596906662,1709,1701,1649,1687,0.10108262635321545,-0.19967404961774823,0.6421157034046009,0.8735414149350856
1729774187991062053,-0.17085044085979462,0.002701780991628766,1.2908637523651123,-0.10249122977256775,-0.036429937928915024,-9.003360748291016,0.15434472262859344,0.1363954246044159,0.4336712658405304,0.3042818605899811,0.1185801699757576,0.12956199049949646,1.8835482597351074,-3.6102166175842285,-30.147594451904297,0.270175963640213,-0.04978976026177406,0.5956030488014221,0.0,0.27472543716430664,7,67,518.2167358398438,-0.5956030488014221,1668,1693,1686,1636,0.07926265328401705,-0.199327771538722,0.6347329133484294,0.8831334954589914
1729774188057793496,0.09466756135225296,0.0389256551861763,1.2312089204788208,-0.043833281844854355,-0.12262122333049774,-8.578389167785645,0.1686265617609024,0.11737693101167679,0.4384068250656128,0.3104515075683594,0.08347073942422867,0.25164005160331726,1.9124547243118286,-3.6153628826141357,-30.09541893005371,0.14305081963539124,0.17062827944755554,0.7261173725128174,0.0,0.22266016900539398,13,66,518.16455078125,-0.7261173725128174,1651,1665,1673,1669,0.05502673748652704,-0.20092048927555436,0.6262611397419297,0.8940481951315684
1729774188156189173,0.1940039098262787,0.016282903030514717,1.1518471240997314,-0.09530866146087646,-0.29380664229393005,-8.651412963867188,0.1842600554227829,0.08764304220676422,0.4354485273361206,0.3353233337402344,0.04834651201963425,0.36620140075683594,1.9277452230453491,-3.5947823524475098,-30.019317626953125,0.008637556806206703,0.39735639095306396,0.8957291841506958,0.0,0.3974502682685852,20,66,518.0884399414062,-0.8957291841506958,1674,1654,1664,1671,0.031896268899106135,-0.21693540023368985,0.6225123775120979,0.8988474514361418
1729774188255516293,-0.015586878173053265,0.05143458768725395,1.064495325088501,-0.06897243857383728,-0.3871805667877197,-8.735210418701172,0.1879299432039261,0.08082161098718643,0.43624046444892883,0.34956488013267517,0.013456236571073532,0.4718928933143616,1.9273886680603027,-3.5523996353149414,-29.931333541870117,-0.11918102204799652,0.6113563776016235,1.0410397052764893,0.0,0.6228649616241455,26,67,518.0004272460938,-1.0410397052764893,1683,1655,1679,1673,0.00901540642647667,-0.2294468790608978,0.629422633956056,0.8899863494702586
1729774188357609648,-0.10347270220518112,0.08446900546550751,0.981650710105896,-0.0867859348654747,-0.423321932554245,-8.991125106811523,0.19583705067634583,0.04968433827161789,0.43630778789520264,0.33991411328315735,-0.013801796361804008,0.5705261826515198,1.9226667881011963,-3.486877918243408,-29.832582473754883,-0.24868886172771454,0.8358777761459351,1.1748476028442383,0.0,0.8720881938934326,32,68,517.9017333984375,-1.1748476028442383,1676,1685,1684,1667,-0.00938492356437582,-0.22669456895858636,0.6410315870644532,0.8749547523271166
1729774188458901433,-0.07417868822813034,0.09938080608844757,0.9203980565071106,-0.15741488337516785,-0.5178928971290588,-8.853458404541016,0.1971830576658249,0.03315214812755585,0.4354371428489685,0.330241858959198,-0.03705330938100815,0.663094699382782,1.9046424627304077,-3.404512882232666,-29.727174758911133,-0.3691583573818207,1.031233549118042,1.2869609594345093,0.0,1.0953174829483032,37,68,517.7963256835938,-1.2869609594345093,1683,1678,1679,1664,-0.025190485252374693,-0.2203534893630017,0.6428139537831296,0.8726302357252406
1729774188558258455,-0.11785539239645004,0.13639898598194122,0.8729937672615051,-0.21367862820625305,-0.6052812337875366,-9.201814651489258,0.19717203080654144,0.017511550337076187,0.4355173707008362,0.31644904613494873,-0.05443083867430687,0.7520103454589844,1.8688592910766602,-3.2927916049957275,-29.596561431884766,-0.5004718899726868,1.2260956764221191,1.4034106731414795,0.0,1.3243045806884766,42,70,517.6657104492188,-1.4034106731414795,1709,1708,1701,1688,-0.03808277582731371,-0.21751311225479775,0.664257290650632,0.8442965337468515
