Timestamp_ns,Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z,Mag_X,Mag_Y,Mag_Z,Roll,Pitch,Yaw,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Airspeed,Groundspeed,Heading,Throttle,Alt,Climb,Servo1_Raw,Servo2_Raw,Servo3_Raw,Servo4_Raw,Thrust_Vector_X,Thrust_Vector_Y,Thrust_Vector_Z,Thrust_Angle_From_Z
1729765554431111855,-0.0007131296442821622,0.0019922913052141666,-0.0005538135883398354,-0.09599950909614563,0.014972987584769726,-9.76686954498291,0.004773782100528479,-0.21172186732292175,0.4265783429145813,-0.005228634923696518,-0.011520695872604847,1.620328664779663,0.08465705066919327,0.038989413529634476,-0.05078878626227379,0.05536955967545509,0.03903224319219589,0.0012804586440324783,0.0,0.06774440407752991,92,0,488.1419982910156,-0.0012804586440324783,900,900,900,900,0.0,0.0,0.0,1.5707963267948966
1729765554435038479,-0.00044681376311928034,0.002258608117699623,-0.001086447504349053,-0.09719661623239517,0.04011210799217224,-9.769262313842773,0.004773782100528479,-0.21172186732292175,0.4265783429145813,-0.005222468636929989,-0.01150653138756752,1.6203198432922363,0.08469336479902267,0.03898657113313675,-0.05067001283168793,0.05537493899464607,0.039018455892801285,0.0016187477158382535,0.0,0.06774085760116577,92,0,488.1418762207031,-0.0016187477158382535,900,900,900,900,0.0,0.0,0.0,1.5707963267948966
1729765554440178738,8.581783913541585e-05,0.0006607123650610447,0.001843032892793417,-0.06607198715209961,0.041309211403131485,-9.829116821289062,0.004773782100528479,-0.21172186732292175,0.4265783429145813,-0.005226448178291321,-0.011488320305943489,1.6203229427337646,0.08474194258451462,0.03899487480521202,-0.05055328831076622,0.05521036311984062,0.03921861946582794,0.0016035436419770122,0.0,0.06772211194038391,92,0,488.14178466796875,-0.0016035436419770122,900,900,900,900,0.0,0.0,0.0,1.5707963267948966
1729765554447349204,0.00061845185700804,0.0006607114337384701,-0.0021517120767384768,-0.07564879208803177,0.07602514326572418,-9.800386428833008,0.004773782100528479,-0.21172186732292175,0.4265783429145813,-0.005206993315368891,-0.011478601023554802,1.620321273803711,0.0848032683134079,0.039014432579278946,-0.05044103041291237,0.0552762895822525,0.039233896881341934,0.0014714885037392378,0.0,0.06778471171855927,92,0,488.14166259765625,-0.0014714885037392378,900,900,900,900,0.0,0.0,0.0,1.5707963267948966
1729765554460388233,0.0006184480153024197,-0.0009371871128678322,-0.0005538146360777318,-0.07564879208803177,0.050886012613773346,-9.777643203735352,0.004773782100528479,-0.21172186732292175,0.4265783429145813,-0.005203451495617628,-0.011481484398245811,1.62031888961792,0.08487594872713089,0.03904453665018082,-0.05029623210430145,0.05499347671866417,0.039395179599523544,0.0016402271576225758,0.0,0.06764807552099228,92,0,488.1415100097656,-0.0016402271576225758,900,900,900,900,0.0,0.0,0.0,1.5707963267948966
1729765554462506106,-0.0009794451761990786,0.00039439392276108265,-2.1183222997933626e-05,-0.08881691098213196,0.004199079237878323,-9.796796798706055,0.004773782100528479,-0.21172186732292175,0.4265783429145813,-0.00520748645067215,-0.011483167298138142,1.6203253269195557,0.08496032655239105,0.03908524289727211,-0.050154052674770355,0.055119097232818604,0.039461057633161545,0.0018089780351147056,0.0,0.06778857111930847,92,0,488.141357421875,-0.0018089780351147056,900,900,900,900,0.0,0.0,0.0,1.5707963267948966
1729765554467104551,0.00195003068074584,0.002258607652038336,-2.1181185729801655e-05,-0.09480240941047668,0.058068618178367615,-9.796796798706055,0.004773782100528479,-0.21172186732292175,0.4265783429145813,-0.005197872407734394,-0.011463800445199013,1.620322346687317,0.0850575789809227,0.03913576528429985,-0.0500151626765728,0.055085230618715286,0.03947460651397705,0.0018939721630886197,0.0,0.06776892393827438,92,0,488.1412353515625,-0.0018939721630886197,900,900,900,900,0.0,0.0,0.0,1.5707963267948966
1729765554480339447,0.0011510831536725163,-0.00040455441921949387,-2.1185551304370165e-05,-0.09360530227422714,0.04370340704917908,-9.794403076171875,0.004773782100528479,-0.21172186732292175,0.4265783429145813,-0.005177942104637623,-0.011462707072496414,1.620323657989502,0.08516517281532288,0.039196062833070755,-0.04987924173474312,0.05491190403699875,0.03956511616706848,0.002050061710178852,0.0,0.06768098473548889,92,0,488.1410827636719,-0.002050061710178852,900,900,900,900,0.0,0.0,0.0,1.5707963267948966
1729765554488629978,-0.002311025746166706,0.0009270268492400646,-0.0026843443047255278,-0.08522559702396393,0.028141099959611893,-9.76806640625,0.004773782100528479,-0.21172186732292175,0.4265783429145813,-0.00519426679238677,-0.011456552892923355,1.620306372642517,0.08528369665145874,0.03926585614681244,-0.049746107310056686,0.0549321249127388,0.03963916748762131,0.002258579945191741,0.0,0.06774070113897324,92,0,488.1409606933594,-0.002258579945191741,900,900,900,900,0.0,0.0,0.0,1.5707963267948966
1729765554495145514,-0.000713131797965616,-0.0006708698347210884,-2.1180720068514347e-05,-0.1139560267329216,0.020958494395017624,-9.794403076171875,0.006427643354982138,-0.21679465472698212,0.4308273196220398,-0.005202457774430513,-0.011457935906946659,1.6203027963638306,0.08541321754455566,0.03934458643198013,-0.04961454123258591,0.05493193119764328,0.039566610008478165,0.002493062522262335,0.0,0.06769810616970062,92,0,488.1408386230469,-0.002493062522262335,900,900,900,900,0.0,0.0,0.0,1.5707963267948966
